"","UST.10Y","SP500"
"1964-06-29",0,0.00651307985939075
"1964-07-06",0.00999999999999979,0.0162802769630779
"1964-07-13",0.0300000000000002,0.00396897508209611
"1964-07-20",0.0300000000000002,0.00514817060417921
"1964-07-27",-0.0200000000000005,-0.00791276158308567
"1964-08-03",-0.00999999999999979,-0.000963391211313654
"1964-08-10",0,-0.0148078928601017
"1964-08-17",0,0.00706716722309235
"1964-08-24",0,-0.00547879863207805
"1964-08-31",0.0199999999999996,-0.000977158988220323
"1964-09-04",0.0100000000000007,0.011300928338052
"1964-09-14",0,0.00554285067745297
"1964-09-21",-0.0300000000000002,0.00766103818782137
"1964-09-28",-0.0200000000000005,0.00499584719337167
"1964-10-05",0.0300000000000002,0.00544315626242475
"1964-10-09",-0.00999999999999979,0.00564840287335282
"1964-10-19",0.0199999999999996,-0.00340876027984798
"1964-10-26",-0.0199999999999996,0.000823868698398368
"1964-11-02",-0.04,0.002115408004751
"1964-11-09",0,0.000117391559681648
"1964-11-16",-0.0200000000000005,0.0053851687153798
"1964-11-23",0.0500000000000007,0.00407807148337866
"1964-11-30",0.0199999999999996,-0.018542955899155
"1964-12-07",-0.0300000000000002,-0.00106666676780257
"1964-12-14",-0.00999999999999979,-0.0104900234787061
"1964-12-21",0.0200000000000005,0.0110827565883484
"1964-12-28",0.00999999999999979,-0.00368062154898718
"1965-01-04",0.00999999999999979,0.001901367180067
"1965-01-11",0,0.0137949484672518
"1965-01-18",-0.00999999999999979,0.0126826995238963
"1965-01-25",-0.00999999999999979,0.00426882678825541
"1965-02-01",0.0199999999999996,0.00825503426657649
"1965-02-08",0.00999999999999979,-0.00721942057296018
"1965-02-15",0.0100000000000007,-0.010172322138909
"1965-02-19",0,0.00162526156045058
"1965-03-01",0,0.0119913808607029
"1965-03-08",0.00999999999999979,-0.00482537700998278
"1965-03-15",-0.0200000000000005,0.00471075726087443
"1965-03-22",-0.0199999999999996,-0.00471075726087445
"1965-03-29",0.00999999999999979,-0.00925611143929695
"1965-04-05",0,0.00579510198539075
"1965-04-12",0,0.0161635891340165
"1965-04-19",0.00999999999999979,0.0064607762281216
"1965-04-26",0,0.00428411027279794
"1965-05-03",0,0.0038176556584766
"1965-05-10",-0.00999999999999979,0.00480743281523318
"1965-05-17",0.00999999999999979,-0.00133928591447382
"1965-05-24",0.0100000000000007,-0.0163264336911151
"1965-05-28",0.00999999999999979,0.0037391692763928
"1965-06-07",0,-0.0175703322124719
"1965-06-14",-0.0200000000000005,-0.0335920168088694
"1965-06-21",-0.00999999999999979,0.0123034794651148
"1965-06-28",-0.00999999999999979,-0.0414100568718095
"1965-07-02",0.0199999999999996,0.0427025780552175
"1965-07-12",0,0.00620429265574876
"1965-07-19",-0.00999999999999979,-0.000700443642926774
"1965-07-26",0,-0.018623829183476
"1965-08-02",0.0200000000000005,0.0161684055586958
"1965-08-09",0.0199999999999996,0.00513779738309403
"1965-08-16",0.0200000000000005,0.0116946854754146
"1965-08-23",0,-0.00357493317365782
"1965-08-30",0.00999999999999979,0.00748118814072277
"1965-09-03",0,0.00969939708871358
"1965-09-13",0.00999999999999979,0.0148785431776976
"1965-09-20",-0.00999999999999979,0.00780122088607489
"1965-09-27",0.04,0.00630777280947988
"1965-10-04",0.04,-0.00630777280947987
"1965-10-11",-0.04,0.0142190326191491
"1965-10-18",0.0299999999999994,0.00338705595590027
"1965-10-25",0.04,-0.000109080992745289
"1965-11-01",0.0500000000000007,0.00609028527394339
"1965-11-08",0.0199999999999996,0
"1965-11-15",0,0.00432760601830864
"1965-11-22",0,-0.0107452056806413
"1965-11-29",0.00999999999999979,0.00174444004114996
"1965-12-06",0.15,-0.0132684659452483
"1965-12-13",0.04,0.0135952099442344
"1965-12-20",-0.04,-0.00196206733971669
"1965-12-27",0.00999999999999979,-0.00141944665422637
"1966-01-03",0.00999999999999979,0.00718565966087453
"1966-01-10",-0.0199999999999996,0.0123984122852931
"1966-01-17",0,0.00470337585387851
"1966-01-24",-0.00999999999999979,-0.000640068295801579
"1966-01-31",0.0899999999999999,-0.00889656974609616
"1966-02-07",0.04,0.00761520277952924
"1966-02-14",0.14,0.000640888720932449
"1966-02-21",0.0499999999999998,-0.0191898946067224
"1966-02-28",0.100000000000001,-0.00710036299982078
"1966-03-07",-0.0600000000000005,-0.0354829146252934
"1966-03-14",-0.0199999999999996,-0.00216044202515486
"1966-03-21",-0.13,0.0152502249528575
"1966-03-28",0,0.00469746977203325
"1966-04-04",-0.12,0.0126401505536441
"1966-04-11",0.04,0.0112846993193587
"1966-04-18",0.0300000000000002,-0.0022904520020503
"1966-04-25",0.0199999999999996,0.00544485718467788
"1966-05-02",0.0199999999999996,-0.012897763230194
"1966-05-09",-0.0499999999999998,-0.0516986802335541
"1966-05-16",0.0200000000000005,-0.0223754429542506
"1966-05-23",0,0.0209842996740189
"1966-05-27",0.04,0.0130238687559941
"1966-06-06",-0.0200000000000005,-0.0221137810123211
"1966-06-13",0.04,0.0163719186592333
"1966-06-20",-0.0699999999999994,-0.0040390107416009
"1966-06-27",0.0699999999999994,-0.00463607691747866
"1966-07-01",0.16,-0.00547499765908001
"1966-07-11",0.04,0.0212651027102168
"1966-07-18",0.00999999999999979,-0.00527403194516176
"1966-07-25",-0.0499999999999998,-0.0370022308696833
"1966-08-01",0.0599999999999996,-0.0182983316652134
"1966-08-08",0.0300000000000002,0.0173435637206231
"1966-08-15",0.0700000000000003,-0.0121330096719104
"1966-08-22",0.14,-0.0559221353067036
"1966-08-29",0.220000000000001,-0.0485792968329594
"1966-09-02",-0.28,0.0380434162558997
"1966-09-12",-0.0499999999999998,0.00630916919326476
"1966-09-19",0.14,0.0213341424749914
"1966-09-26",-0.15,-0.0219761146354484
"1966-10-03",-0.0899999999999999,-0.0387584516591358
"1966-10-10",-0.0300000000000002,-0.0049521616295714
"1966-10-17",-0.00999999999999979,0.0386890357502086
"1966-10-24",-0.0999999999999996,0.0121882322203744
"1966-10-31",0.0299999999999994,0.0224445180082832
"1966-11-07",0.140000000000001,0.00658673853445534
"1966-11-14",0.0800000000000001,0.00789640130164182
"1966-11-21",-0.0200000000000005,-0.015855652372975
"1966-11-28",0.0200000000000005,0.00771148100068996
"1966-12-05",-0.13,-0.00584033968260088
"1966-12-12",-0.13,0.0338184641429178
"1966-12-19",-0.210000000000001,-0.0210636630314845
"1966-12-23",-0.0499999999999998,0.00245790955743693
"1966-12-30",-0.0299999999999994,-0.0140917041368292
"1967-01-09",0.0699999999999994,0.0304056768598876
"1967-01-16",-0.22,0.0179516548889757
"1967-01-23",0.11,0.0243714464362085
"1967-01-30",-0.12,0.00312048794097041
"1967-02-06",0.0499999999999998,0.00598253049848323
"1967-02-10",0.0599999999999996,0.00354955430792652
"1967-02-20",0.11,-0.00102921845668328
"1967-02-27",0.0199999999999996,-0.0108134034220042
"1967-03-06",-0.109999999999999,0.018790653702648
"1967-03-13",-0.0499999999999998,0.00373874564551005
"1967-03-20",-0.11,0.0198181484809342
"1967-03-27",0.0700000000000003,0.00740048663867778
"1967-04-03",-0.0200000000000005,-0.0181005441429239
"1967-04-10",0,-0.0112689946190848
"1967-04-17",0.11,0.0315680666344801
"1967-04-24",0.0700000000000003,0.0168766594728788
"1967-05-01",0.0899999999999999,0.0134057452962945
"1967-05-08",0.0599999999999996,0.0075351908668293
"1967-05-15",0.0300000000000002,-0.0199696955968387
"1967-05-22",0.0800000000000001,-0.0112811696452068
"1967-05-29",-0.100000000000001,-0.0129558246106425
"1967-06-05",0.0100000000000007,-0.0230280687753981
"1967-06-12",0.0899999999999999,0.0400119865795215
"1967-06-19",0.13,0.005093481616062
"1967-06-26",0.0899999999999999,-0.00944888919793251
"1967-07-03",0.0600000000000005,-0.00799785145152799
"1967-07-10",-0.0600000000000005,0.01246190154532
"1967-07-17",-0.0700000000000003,0.00757579380845772
"1967-07-24",0.140000000000001,0.0105106072708501
"1967-07-31",-0.0700000000000003,0.0108235352041412
"1967-08-07",0.14,0.00872174918747649
"1967-08-14",-0.00999999999999979,-0.00988337347988085
"1967-08-21",0.00999999999999979,-0.00412939334201118
"1967-08-28",-0.00999999999999979,-0.0172298125034351
"1967-09-01",-0.04,0.0111637054647768
"1967-09-11",0.0300000000000002,0.00913830607562829
"1967-09-18",0.0199999999999996,0.0208308154954334
"1967-09-25",0.0800000000000001,0.010921188292846
"1967-10-02",-0.0299999999999994,-0.013099047592859
"1967-10-09",0.04,0.0122789552865168
"1967-10-16",0.0799999999999992,-0.0234499228402173
"1967-10-23",0.0900000000000007,-0.00304926370539785
"1967-10-30",0.04,-0.00179183183646224
"1967-11-06",0.17,-0.0355435493103699
"1967-11-13",0.0999999999999996,0.00534206776002573
"1967-11-20",-0.0199999999999996,-0.00348546262889214
"1967-11-27",-0.0899999999999999,0.0271246852362578
"1967-12-04",0,0.00982731002937258
"1967-12-11",-0.0200000000000005,0.000210282831181857
"1967-12-18",-0.0599999999999996,-0.00368634890042298
"1967-12-22",0.00999999999999979,0.00452703831521614
"1967-12-29",0.00999999999999979,0.0132521373851425
"1968-01-08",-0.2,0.00155367994379853
"1968-01-15",-0.00999999999999979,-0.00207211014878446
"1968-01-22",0.12,-0.0250997686884907
"1968-01-29",-0.0800000000000001,-0.00725801030125397
"1968-02-05",0.0700000000000003,-0.0159813357043565
"1968-02-09",-0.0100000000000007,-0.0221216306413612
"1968-02-19",-0.0599999999999996,0.00499529262069353
"1968-02-26",0.0499999999999998,-0.00144052326976926
"1968-03-04",-0.00999999999999979,-0.0253803628975723
"1968-03-11",0.18,0.0248257624729525
"1968-03-18",0.0100000000000007,-0.00600936595883131
"1968-03-25",-0.0200000000000005,-0.0141639058524462
"1968-04-01",-0.0999999999999996,0.0459126041670266
"1968-04-08",-0.100000000000001,0.0263580323342276
"1968-04-15",0.0600000000000005,0.0171247789329097
"1968-04-22",0.18,-0.0132355639606632
"1968-04-29",-0.0499999999999998,0.0222023851848187
"1968-05-06",0.0499999999999998,0.00909050741970803
"1968-05-13",0.00999999999999979,-0.0016281676538692
"1968-05-20",0.17,-0.0178796378294607
"1968-05-27",-0.04,0.00558314105371317
"1968-06-03",-0.13,0.0304623005823065
"1968-06-10",0.00999999999999979,0.014101524636147
"1968-06-17",-0.0899999999999999,-0.0127023639041935
"1968-06-24",-0.0999999999999996,0.0025932589837239
"1968-07-01",0.00999999999999979,-0.00991048704090683
"1968-07-08",-0.0899999999999999,0.0252322912493672
"1968-07-15",0.0300000000000002,0.00313418473995757
"1968-07-22",-0.11,-0.0290709494245887
"1968-07-29",-0.04,-0.0170579829045766
"1968-08-05",-0.04,-0.00822626746968318
"1968-08-12",0.0499999999999998,0.0119061244280836
"1968-08-19",0.0100000000000007,0.0100503358535013
"1968-08-26",0.0299999999999994,-0.000606244335027396
"1968-08-30",-0.04,-0.000808897920749295
"1968-09-09",0.0700000000000003,0.0236904477318471
"1968-09-16",-0.0300000000000002,9.87800662629556e-05
"1968-09-23",-0.00999999999999979,0.00982905495230142
"1968-09-30",0.04,0.0041969706816487
"1968-10-07",0.0599999999999996,0.00998215392460837
"1968-10-14",0.0700000000000003,-0.00367114700784203
"1968-10-21",-0.04,0.0160341392992102
"1968-10-28",0.0300000000000002,-0.0104362094216681
"1968-11-04",0.0199999999999996,-0.00772950708226755
"1968-11-08",0.0200000000000005,0.00821062328110774
"1968-11-18",0.0599999999999996,0.018774077884676
"1968-11-25",0.04,0.00527308189815804
"1968-12-02",0.140000000000001,0.0152845473213907
"1968-12-09",0.0299999999999994,-0.00426360827543576
"1968-12-16",0.04,-0.00521513567910816
"1968-12-23",0.27,-0.0178046246335067
"1968-12-30",-0.0200000000000005,-0.0134923820884081
"1969-01-06",-0.17,-0.0128958979201617
"1969-01-13",0,-0.0200095385222423
"1969-01-20",-0.0899999999999999,0.0123684355136618
"1969-01-27",0.0800000000000001,0.00695774280236149
"1969-02-03",0.19,0.00477374378231132
"1969-02-07",-0.0800000000000001,0.00620096939030297
"1969-02-17",0,-0.0105841644466973
"1969-02-24",0.0800000000000001,-0.0382059997227348
"1969-03-03",0.0299999999999994,-0.00223373024139595
"1969-03-10",0.0200000000000005,0.00618130356452234
"1969-03-17",0.0800000000000001,-0.00750358418234531
"1969-03-24",-0.0700000000000003,0.0126423934151765
"1969-03-28",0.0199999999999996,0.0199996716317928
"1969-04-07",-0.0199999999999996,-0.0160877352522814
"1969-04-14",-0.22,0.0166786354073514
"1969-04-21",0.0800000000000001,-0.00999365166941773
"1969-04-28",0.0499999999999998,0.0145123234052218
"1969-05-05",0,0.0226753901447466
"1969-05-12",0.0800000000000001,0.00496990414155213
"1969-05-19",0.0899999999999999,0.000762413074193898
"1969-05-26",0.0800000000000001,-0.00582813477917866
"1969-06-02",0.12,-0.0137001660439192
"1969-06-09",0.0299999999999994,-0.0170475373712432
"1969-06-16",-0.0999999999999996,-0.0288712915955858
"1969-06-23",0.11,-0.0214863058894698
"1969-06-30",0.13,0.0152627485879423
"1969-07-07",0.0300000000000002,0.0134189265769596
"1969-07-14",-0.0700000000000003,-0.0462940394287449
"1969-07-18",0.00999999999999979,0.00422164215382846
"1969-07-28",0.0300000000000002,-0.0512101515897476
"1969-08-04",-0.100000000000001,0.0303516748215586
"1969-08-11",0.0600000000000005,0.00397102748819473
"1969-08-18",-0.0300000000000002,0.0128773130491202
"1969-08-25",0.0599999999999996,0.00379947686628649
"1969-08-29",0.11,0.00609117615293905
"1969-09-08",0.2,-0.0298624814748368
"1969-09-15",0.0599999999999996,0.0231390608329759
"1969-09-22",0.170000000000001,0.00797904495666584
"1969-09-29",0.19,-0.0234881724766939
"1969-10-06",-0.0999999999999996,-0.000535417906456781
"1969-10-10",-0.13,0.00213995373767773
"1969-10-20",-0.390000000000001,0.0305254729248475
"1969-10-27",0.100000000000001,0.0152266316333456
"1969-11-03",-0.0300000000000002,-0.00809887045072214
"1969-11-10",0.0899999999999999,0.0120729929686157
"1969-11-17",0.14,-0.0197192381157758
"1969-11-24",0.140000000000001,-0.0334331165087327
"1969-12-01",0.0199999999999996,-0.000214523222961484
"1969-12-08",0.11,-0.0281770068779046
"1969-12-15",0.23,-0.000993542058877679
"1969-12-22",0.130000000000001,0.000441696120255138
"1970-01-02",0.0999999999999996,0.0263660550251882
"1970-01-09",0,-0.00647251450561737
"1970-01-16",-0.00999999999999979,-0.016146979663296
"1970-01-23",-0.16,-0.0205574215405644
"1970-01-30",0.0599999999999996,-0.0465360545131341
"1970-02-06",-0.39,0.0152906393167873
"1970-02-13",-0.21,0.00242957254930763
"1970-02-20",-0.0300000000000002,0.0170709306760759
"1970-02-27",-0.22,0.0165609598079948
"1970-03-06",0.0599999999999996,-0.000670615874020646
"1970-03-13",0.27,-0.0178233708591555
"1970-03-20",-0.17,-0.00914710242348197
"1970-03-26",-0.0800000000000001,0.0323228500212294
"1970-04-03",0.16,-0.00591156704561973
"1970-04-10",0.0299999999999994,-0.0129484441545142
"1970-04-17",0.23,-0.0295576689692944
"1970-04-24",0.319999999999999,-0.0344370290786482
"1970-05-01",0.130000000000001,-0.0161991240950917
"1970-05-08",-0.0700000000000003,-0.0248645330652955
"1970-05-15",0.0499999999999998,-0.0324961432253188
"1970-05-22",0.16,-0.0623735495190568
"1970-05-29",-0.04,0.0578117951111512
"1970-06-05",-0.0700000000000003,-0.00497643771899592
"1970-06-12",0.100000000000001,-0.0260687724026547
"1970-06-19",-0.0800000000000001,0.0375556497840826
"1970-06-26",-0.12,-0.0475774021339387
"1970-07-02",-0.23,-0.00751420982172374
"1970-07-10",-0.00999999999999979,0.0223753317452411
"1970-07-17",-0.0899999999999999,0.040988267406626
"1970-07-24",-0.11,0.0016719185940781
"1970-07-31",0.04,0.00295117940503354
"1970-08-07",0.0700000000000003,-0.00991445705717841
"1970-08-14",0.22,-0.0275499517682305
"1970-08-21",-0.0699999999999994,0.0525959836943181
"1970-08-28",-0.11,0.0325292492339068
"1970-09-04",-0.0200000000000005,0.0117798435459157
"1970-09-11",0.0300000000000002,-0.00374962640712168
"1970-09-18",-0.19,0.00121109376556756
"1970-09-25",-0.0300000000000002,0.0162078102268533
"1970-10-02",-0.0199999999999996,0.014072247829807
"1970-10-09",-0.0100000000000007,-0.000939849693242274
"1970-10-16",0.0600000000000005,-0.00944740139604814
"1970-10-23",0.13,-0.00606964077027022
"1970-10-30",-0.11,-0.00622681930516488
"1970-11-06",-0.18,0.0115842938732285
"1970-11-13",-0.15,-0.0101438903112597
"1970-11-20",-0.52,0.00418936515527692
"1970-11-27",0,0.0260551137473327
"1970-12-04",-0.27,0.0402585866795703
"1970-12-11",0.100000000000001,0.00890279639415311
"1970-12-18",0.0199999999999996,-0.000443262418605367
"1970-12-24",0.2,0.00431345025371935
"1970-12-31",-0.0300000000000002,0.016853101881863
"1971-01-08",-0.0599999999999996,0.000433980694670606
"1971-01-15",-0.22,0.00907035696996428
"1971-01-22",-0.16,0.019690913468948
"1971-01-29",0.0299999999999994,0.0104844743167683
"1971-02-05",0.0100000000000007,0.010891658938333
"1971-02-11",-0.0200000000000005,0.0100596208614632
"1971-02-19",0.04,-0.0120217219711429
"1971-02-26",0.0200000000000005,0.000103364515054048
"1971-03-05",-0.11,0.0225853961743412
"1971-03-12",-0.31,0.00614518631576048
"1971-03-19",-0.209999999999999,0.0143586074411
"1971-03-26",-0.0300000000000002,-0.0105494608946838
"1971-04-02",0.12,0.00608450333558299
"1971-04-08",0.0199999999999996,0.0151981608886278
"1971-04-16",0.2,0.0135222645094618
"1971-04-23",0.19,0.00539656315956187
"1971-04-30",0.0700000000000003,-0.000961538535621449
"1971-05-07",0.17,-0.0104439591610833
"1971-05-14",0.24,-0.00643653480195392
"1971-05-21",0.04,-0.0120080183025193
"1971-05-28",-0.15,-0.0135581779817006
"1971-06-04",-0.119999999999999,0.0166230871978728
"1971-06-11",0.239999999999999,-0.00227306516806653
"1971-06-18",0.0800000000000001,-0.0209965721779713
"1971-06-25",0.04,-0.00995134126087271
"1971-07-02",0.0700000000000003,0.0181023297851642
"1971-07-09",-0.00999999999999979,0.00907872749463221
"1971-07-16",-0.0200000000000005,-0.0158161455089064
"1971-07-23",0.18,-0.00171673861905459
"1971-07-30",0.0100000000000007,-0.0345500126495504
"1971-08-06",0.00999999999999979,-0.014012766821892
"1971-08-13",-0.18,0.0151629734630514
"1971-08-20",-0.31,0.0272153690008933
"1971-08-27",-0.04,0.0216295339278238
"1971-09-03",-0.21,0.00208778720763484
"1971-09-10",0,-0.00268509932096402
"1971-09-17",0.00999999999999979,-0.00459128463980788
"1971-09-24",0.0300000000000002,-0.0182731852442814
"1971-10-01",-0.16,0.00791560861266122
"1971-10-08",-0.0599999999999996,0.00433708885003735
"1971-10-15",-0.04,-0.0159272958609848
"1971-10-22",0,-0.0235913682775376
"1971-10-29",-0.0300000000000002,-0.0134923518279813
"1971-11-05",-0.15,0.00243786224930599
"1971-11-12",0.0500000000000007,-0.0250843895154865
"1971-11-19",0.0199999999999996,-0.00555163892536717
"1971-11-26",0.15,0.00359575435096466
"1971-12-03",-0.0600000000000005,0.0541931535989882
"1971-12-10",0.0500000000000007,0.00646985568778089
"1971-12-17",0,0.0259676121705062
"1971-12-23",0.0399999999999991,0.00477612848214699
"1971-12-31",-0.0799999999999992,0.0133118368634196
"1972-01-07",-0.0100000000000007,0.0134269384359351
"1972-01-14",-0.0299999999999994,-0.000773470018257445
"1972-01-21",0.14,0.00251159328318694
"1972-01-28",0.0899999999999999,0.00490833957847053
"1972-02-04",0,0.00669794868412772
"1972-02-11",0.04,0.00209583767295242
"1972-02-18",-0.0599999999999996,0.00190150275966798
"1972-02-25",0,0.00851229957851842
"1972-03-03",-0.04,0.0164397500349713
"1972-03-10",0.00999999999999979,0.00397578074440708
"1972-03-17",0.0499999999999998,-0.00416108603540343
"1972-03-24",0.04,-0.00371333512466112
"1972-03-30",0,-0.00298062813813779
"1972-04-07",0.0600000000000005,0.0223235909812688
"1972-04-14",0.0699999999999994,0.00200492184174532
"1972-04-21",-0.0499999999999998,-0.00868656310174607
"1972-04-28",-0.0599999999999996,-0.0112672045303439
"1972-05-05",0.0299999999999994,-0.00970609579753747
"1972-05-12",-0.00999999999999979,-0.00234730871591661
"1972-05-19",-0.0599999999999996,0.0241467898407808
"1972-05-26",-0.0600000000000005,0.0152980583150113
"1972-06-02",0.0499999999999998,-0.00843963446725585
"1972-06-09",0.0200000000000005,-0.0265032364730825
"1972-06-16",-0.00999999999999979,0.0139394506872691
"1972-06-23",0,-0.000830909894087503
"1972-06-30",0.0499999999999998,-0.0104917168699926
"1972-07-07",-0.0200000000000005,0.0143634031222813
"1972-07-14",-0.0299999999999994,-0.0175418670490011
"1972-07-21",0,-0.00131172135363835
"1972-07-28",0.0199999999999996,0.00672773982196721
"1972-08-04",0.04,0.0280078910646162
"1972-08-11",-0.0199999999999996,0.0136705069857243
"1972-08-18",0.04,-0.00169862809605743
"1972-08-25",0.0800000000000001,-0.0098009146720125
"1972-09-01",0.17,0.00756147270057649
"1972-09-08",0.13,-0.0122711997289183
"1972-09-15",0,-0.0122398312854315
"1972-09-22",0.0599999999999996,-0.00266875417218979
"1972-09-29",-0.0800000000000001,0.0185334195127242
"1972-10-06",-0.0199999999999996,-0.00844806768548485
"1972-10-13",-0.0200000000000005,-0.0156296277184699
"1972-10-20",-0.0300000000000002,0.0121570847060037
